金,カネ,誤る,0.1507754260674119,0.1571125996609529,-0.0013900650665163994
金,カネ,肴,0.2541933258374532,0.26811375220616657,0.21302898724873862
金,カネ,バレル,0.2025759518146515,0.21001633008321127,0.10331419110298157
金,カネ,雲雀,0.22933375338713327,0.25445759296417236,0.17451325555642447
金,カネ,こえる,0.1925459330280622,0.14949882216751575,0.032766664400696754
金,カネ,コラム,0.15284564796214303,0.2165463169415792,0.060113874108841024
金,カネ,オリ,0.19440076500177383,0.30870981017748517,0.1938324843843778
金,カネ,イロイロ,0.16951538374026617,0.21786430478096008,0.07810159772634506
金,カネ,ティップス,0.17591355492671332,0.24009857575098673,0.10673403988281886
金,カネ,グランド,0.14393972977995872,0.21042953928311667,0.0450911782681942
アメフット,アメフト,メイル,0.19033079346021017,0.21047715346018472,0.12527083357175192
アメフット,アメフト,セリフ,0.15305361151695251,0.16071811318397522,0.03823461135228475
アメフット,アメフト,オライオン,0.12656239171822867,0.13365666971852383,-0.015318051911890507
アメフット,アメフト,起こり,0.1483465495208899,0.09929462770620982,-0.027895936121543247
アメフット,アメフト,兎,0.14424938211838403,0.14165055099874735,0.010362819768488407
アメフット,アメフト,ダルトン,0.16081616779168448,0.21169880529244742,0.09697785973548889
アメフット,アメフト,いも,0.13550047622993588,0.13889190112240613,-0.0011447359963009756
アメフット,アメフト,いかだ,0.11654541393121083,0.1448663454502821,-0.014125353967150053
アメフット,アメフト,つくり,0.17328763256470361,0.15403958782553673,0.051790107041597366
アメフット,アメフト,ゾウ,0.15255818019310632,0.15977942943572998,0.03680049628019333
入り口,入口,稽古,0.3027414505680402,0.3041157176097234,0.051655796666940056
入り口,入口,ジュース,0.31005118787288666,0.28839315846562386,0.04324297482768694
入り口,入口,茜,0.29727168505390483,0.32331422964731854,0.06538454319039981
入り口,入口,ローゼット,0.3288365850845973,0.33083476126194,0.1044699748357137
入り口,入口,狭間,0.36678529779116315,0.3494682013988495,0.16105212767918906
入り口,入口,錘,0.3417269041140874,0.3273371209700902,0.11386265357335408
入り口,入口,誤る,0.27572770494346815,0.2804012618338068,0.0009275952664514383
入り口,入口,アブ,0.2893293189505736,0.27142456111808616,0.005552508557836215
入り口,入口,ロー,0.3075788890322049,0.2824996371443073,0.03487715466568867
入り口,入口,グアテマラ,0.3016981855034828,0.2611713446676731,0.007668158660332362
越える,こえる,一,0.2624521565934022,0.2654828056693077,0.02136378859480222
越える,こえる,雫,0.25542901549488306,0.2546423344562451,0.00350017628322045
越える,こえる,釣り,0.30107514560222626,0.2834188664952914,0.07792283842960994
越える,こえる,ランチャ,0.24597992127140364,0.25042844004929066,-0.010162812347213427
越える,こえる,ダラム,0.22174149751663208,0.22216477741797766,-0.06266489873329799
越える,こえる,メーラー,0.24705231127639612,0.23406649877627692,-0.025452363615234692
越える,こえる,たか,0.21783161660035452,0.233999943981568,-0.054739613085985184
越える,こえる,鯵,0.25618830043822527,0.25845169369131327,0.008068820461630821
